word,meaning,partOfSpeech,phonetic
"penny","""""n.便士,美分""""","","/'peni/"
"pension","""""n.养老金,抚恤金""""","","/'penʃən/"
"people","人们，人；[the-]人民；一国人民，民族","n.","/'pi:pl/"
"pepper","""""n.胡椒粉,胡椒;辣椒""""","","/'pepə/"
"perceive","""""v.察觉,感知;理解,领悟""""","","/pə'si:v/"
"percent","(per cent)百分之...的","n.","/pə'sent/"
"percentage","""""n.百分数,百分率,百分比""""","","/pə'sentidʒ/"
"perfection","""""n.尽善尽美,完美""""","","/pə'fekʃən/"
"perform","""""v.履行,执行;表演,演出;完成(事业)""""","","/pə'fɔ:m/"
"performance","""""n.履行,执行;表演,演出;性能,特性;成绩""""","","/pə'fɔ:məns/"
"perfume","""""n.香味,芳香;香料 v.使发香,洒香水于""""","","/pə'fju:m/"
"period","""""n.时期,时代;学时;周期,一段时间;句点""""","","/'piəriəd/"
"perish","""""v.丧生;凋谢;毁灭,消亡""""","","/'periʃ/"
"permanent","""""a.永久的,持久的""""","","/'pə:mənənt/"
"permeate","弥漫，遍布，散布；渗入，渗透","v.","/'pə:mieit/"
"permission","""""n.允许,同意""""","","/pə'miʃən/"
"permit","""""v.许可,允许 n.许可证,执照""""","","/pə'mit/"
"perplex","""""v.使困惑,使费解,使复杂化""""","","/pə'pleks/"
"persecute","迫害","v.","/'pə:sikju:t/"
"person","人，喜欢(或适应)..的人；人物；人称","n.","/'pə:sən/"
"personal","""""a.个人的,私人的;亲自的;身体的,人身的""""","","/'pə:sənl/"
"perspective","""""n.透视画法,透视图;远景,前途;观点,看法""""","","/pə'spektiv/"
"persuade","""""v.说服,劝说;(of)使相信""""","","/pə'sweid/"
"persuasion","""""n.说服,说服力""""","","/pə'sweiʒən/"
"pest","害虫","n.","/pest/"
"pet","""""n.爱畜,宠儿 a.宠爱的,表示亲昵的""""","","/pet/"
"petition","""""n.请愿书,申请书 v.(向…)请愿,正式请求""""","","/pi'tiʃən/"
"petrol","汽油","n.","/'petrəl/"
"petty","""""a.小(器、规模)的,不重要的,细微的,卑鄙的""""","","/'peti/"
"pharmacy","""""n.药房,药剂学,制药业,配药业,一批备用药品""""","","/'fɑ:məsi/"
"phase","""""n.阶段,状态,时期;相,相位""""","","/feiz/"
"phone","""""n.(telephone)电话,电话机,耳机 v.打电话""""","","/fəun/"
"photo","(photograph)照片","n.","/'fəutəu/"
"phrase","""""n.短语,词语,习语""""","","/freiz/"
"physical","""""a.物质的;肉体的,身体的;自然科学的,物理的""""","","/'fizikəl/"
"physician","内科医生","n.","/fi'ziʃən/"
"physicist","物理学家","n.","/'fizisist/"
"physics","物理(学)","n.","/'fiziks/"
"pick","""""v.拾,采,摘;挑选,选择 n.镐,鹤嘴锄""""","","/pik/"
"pickup","""""n.拾起,获得""""","","/'pikʌp/"
"picnic","野餐 v.(去)野餐","n.","/'piknik/"
"picture","""""n.画,图片;影片;美景 v.画,描述,想象""""","","/'piktʃə/"
"pie","馅饼","n.","/pai/"
"piece","""""n.(一)件/片/篇;碎片v.(together)拼合,拼凑""""","","/pi:s/"
"pierce","""""v.剌穿,刺破""""","","/piəs/"
"pig","猪，猪肉；猪一般的人(指肮脏，贪吃的人)","n.","/piɡ/"
"pigeon","鸽","n.","/'pidʒin/"
"pile","""""n.堆,大量,大数目 v.(up)堆,叠,堆积""""","","/pail/"
"pilgrim","""""n.(在国外)旅游者;朝圣者,最初的移民""""","","/'pilɡrim/"
"pill","药丸","n.","/pil/"
"pillar","""""n.柱,台柱,栋梁""""","","/'pilə/"
"pillow","枕头","n.","/'piləu/"
"pilot","""""n.飞行员;领港员 v.驾驶(飞机等);领航,引水""""","","/'pailət/"
"pin","""""n.钉;大头针,别针,徽章 v.(up)钉住,别住""""","","/pin/"
"pinch","""""v.捏,掐,拧;收缩;紧急关头;匮乏;压力""""","","/pintʃ/"
"pine","松树","n.","/pain/"
"pink","粉红色 a.粉红色的","n.","/piŋk/"
"pint","品脱","n.","/paint/"
"pipe","""""n.管子,导管;烟斗;笛""""","","/paip/"
"pirate","""""n./v.海盗,盗版(者)""""","","/'paiərit/"
"pistol","手枪","n.","/'pistl/"
"piston","活塞","n.","/'pistən/"
"pit","""""n.坑,陷阱;煤矿,矿井""""","","/pit/"
"pitch","""""n.沥青;掷 v.用沥青覆盖;投掷,扔""""","","/pitʃ/"
"pity","""""v.(觉得)可怜,惋惜 n.憾事,怜悯""""","","/'piti/"
"place","地方;名次;地位;寓所 v.安排;放置;投(资)","n.","/pleis/"
"plague","""""n.瘟疫,灾害,麻烦,苦恼 vt.折磨,使苦恼""""","","/pleiɡ/"
"plain","""""a.明白的;朴素的;坦率;平凡 n.平原,旷野""""","","/plein/"
"plan","""""n.计划,规划;平面图,设计图 v.计划""""","","/plæn/"
"plane","""""n.飞机;平面,水平面""""","","/plein/"
"planet","行星","n.","/'plænit/"
"plantation","种植园","n.","/plæn'teiʃən/"
"plate","""""n.金属板,片;盘子,盆子;板,钢板v.镀,电镀""""","","/pleit/"
"platform","""""n.平台,台;站台,月台;政纲,党纲""""","","/'plætfɔ:m/"
"plausible","""""a.似是而非的,似乎合理的,似乎可信的""""","","/'plɔ:zəble/"
"play","玩，做游戏；参加比赛n.游戏；玩耍；剧本","v.","/plei/"
"playground","""""n.运动场,游戏场""""","","/'pleiɡraund/"
"plea","(法律)抗辩；请求，恳求，托词，口实","n.","/pli:/"
"plead","""""v.恳求,请求;为…辩护;提出…为理由""""","","/pli:d/"
"pleasant","令人愉快的 vt.使高兴 vi.满意；喜欢","a.","/'plezənt/"
"please","""""v.请;使愉快,使满意;喜欢,愿意""""","","/pli:z/"
"pledge","誓约;保证 v.发誓;保证","n.","/pledʒ/"
"plentiful","""""a.富裕的,丰富的""""","","/'plentiful/"
"plenty","""""n.丰富,大量""""","","/'plenti/"
"plight","""""n.情况,状态,困境,盟誓(婚姻) v.保证,约定""""","","/plait/"
"plot","""""n.秘密计划;情节 v.标绘,绘制;密谋,策划""""","","/plɔt/"
"plough","""""n.(plow)犁,耕地,犁过的地 v.犁,费力地前进""""","","/plau/"
"plug","""""n.塞子,插头 v.堵,塞,插上,插栓""""","","/plʌɡ/"
"plumber","(装修水管的)管子工","n.","/'plʌmə/"
"plunge","""""v.(into)(使)投入,(使)插进,陷入;猛冲""""","","/plʌndʒ/"
"plural","复数的 n.复数","a.","/'pluərəl/"
"plus","""""prep.加上 a.正的,加的 n.加号,正号""""","","/plʌs/"
"pneumonia","肺炎","n.","/nju:'məunjə/"
"pocket","""""n.衣袋 a.袖珍的,小型的 v.把…装入袋内""""","","/'pɔkit/"
"poem","诗","n.","/'pəuim/"
"poet","诗人","n.","/'pəuit/"
"poetry","""""n.诗歌,诗集""""","","/'pəuitri/"
"point","""""n.尖;点;条款;分数,得分;论点 v.(at,to)指""""","","/pɔint/"
"poison","""""n.毒物,毒药 v.放毒,毒害,污染""""","","/'pɔizən/"
"poisonous","""""a.有毒的,恶意的,恶毒的,道德败坏的""""","","/'pɔizənəs/"
"poke","""""n.刺,戳,懒汉,袋子 v.戳,刺,伸出,刺探,闲荡""""","","/pəuk/"
"polar","""""a.两极的,极地的,南辕北辙的 n.极线,极面""""","","/'pəulə/"
"pole","""""n.柱,杆;地极,磁极,电极""""","","/pəul/"
"police","""""n.警察,警察机关 a.警察的 v.管辖""""","","/pə'li:s/"
"policeman","警察","n.","/pə'li:smən/"
"policy","""""n.政策,方针""""","","/'pɔlisi/"
"polish","""""v.磨光,擦亮;使优美,润饰 n.擦光剂,上光蜡""""","","/'pɔliʃ/"
"polite","""""a.有礼貌的,客气的;有教养的,文雅的""""","","/'pə:lait/"
"political","政治的","a.","/pə'litikəl/"
"politics","""""n.政治,政治学;政纲,政见""""","","/'pɔlitiks/"
"poll","民意测验;(pl.)政治选举 v.获得…选票","n.","/pəul/"
"pollute","""""v.弄脏,污染""""","","/pə'lju:t/"
"pollution","污染","n.","/pə:'lju:ʃən/"
"pond","池塘","n.","/pɔnd/"
"ponder","""""v.沉思,考虑""""","","/'pɔndə/"
"pool","""""n.水池,游泳池;合资经营v.合伙经营,联营""""","","/pu:l/"
"pop","流行的n.(发出)砰的一声 v.突然出现","a.","/pɔp/"
"pope","""""n.罗马教皇,主教,大腿上要害部位""""","","/pəup/"
"popular","""""a.流行的,通俗的,大众的;广受欢迎的""""","","/'pɔpjulə/"
"porch","""""n.门廊,入口处""""","","/pɔ:tʃ/"
"pork","猪肉","n.","/pɔ:k/"
"pose","""""n.姿势,姿态 v.造成,提出,摆姿势,佯装""""","","/pəuz/"
"position","""""n.位置;职位;姿势,姿态;见解,立场,形势""""","","/pə'ziʃən/"
"possess","""""v.占有,拥有""""","","/pə'zes/"
"possession","""""n.持有,拥有;所有权;所有物;(pl.)财产,财富""""","","/pə'zeʃən/"
"possible","""""a.可能的,做得到的;合理的;可允许的""""","","/'pɔsəbl/"
"possibly","可能地，也许；无论如何","ad.","/'pɔsəbli/"
"post","""""v.贴出;公告;投寄 n.(支)柱;邮政,邮寄;职位""""","","/pəust/"
"postage","""""n.邮费,邮资""""","","/'pəustidʒ/"
"poster","""""n海报,张贴的大幅广告""""","","/'pəustə/"
"postman","邮递员","n.","/'pəustmən/"
"posture","""""n.姿势,姿态,心态,态度 v.作出某种姿势""""","","/'pɔstʃə/"
"pot","""""n.罐,壶""""","","/pɔt/"
"potato","""""n.马铃薯,土豆""""","","/pə'teitəu/"
"potential","""""a.潜在的,可能的 n.潜能,潜力""""","","/pəu'tenʃəl/"
"poultry","家禽","n.","/'pəultri/"
"pound","""""n.磅;英镑 v.(连续)猛击,(猛烈)敲打,捣碎""""","","/paund/"
"pour","""""v.灌注, 倾泻, 涌入, 流, 倾盆大雨""""","","/pɔ:/"
"poverty","""""n.贫穷,贫困""""","","/'pɔvəti/"
"powder","""""n.粉末,药粉;火药,炸药""""","","/'paudə/"
"power","""""n.力,精力;功率,电力;(数学)幂;权力,势力""""","","/pauə/"
"powerful","""""a.强大的,有力的,有权的""""","","/'pauəful/"
"practical","""""a.实际的,实用的""""","","/'præktikəl/"
"practically","""""ad.几乎,实际上,简直""""","","/'præktikəli/"
"practice","""""n.练习,实践,实际,业务,惯例,习惯""""","","/'præktis/"
"practise","""""v.练习,实习,实践,实行,使...练习,训练""""","","/'præktis/"
"practitioner","实践者，从事者；(医生或律师等)开业者","n.","/præk'tiʃənə/"
"praise","""""v.赞扬,歌颂;表扬 n.称赞,赞美;赞美的话""""","","/preiz/"
"pray","""""v.请求,恳求;祈祷,祈求""""","","/prei/"
"prayer","""""n.祈祷,祷告,祷文""""","","/preə/"
"preach","""""v.宣讲(教义),布道;竭力鼓吹,宣传;说教""""","","/pri:tʃ/"
"precaution","""""n.预防,谨慎,警惕""""","","/pri'kɔ:ʃən/"
"precious","""""a.珍贵的,贵重的""""","","/'preʃəs/"
"precise","""""a.精确的,准确的""""","","/pri'sais/"
"precision","""""n.精确,精确度""""","","/pri'siʒən/"
"preclude","""""v.排除,阻止,妨碍""""","","/pri'klu:d/"
"predict","""""v.预言,预测,预告""""","","/pri'dikt/"
"preface","""""n.序言,引言,前言 v.作序,写前言""""","","/'prefis/"
"prefer","""""v.(to)更喜欢,宁愿""""","","/pri'fə:/"
"preferable","""""a.(to)更可取的,更好的""""","","/'prefərəbl/"
"preference","""""n.(for,to)偏爱,喜爱;优惠;优先选择""""","","/'prefərəns/"
"pregnant","""""a.怀孕的,孕育的,充满的,意味深长的""""","","/'preɡnənt/"
"prejudice","""""n.偏见,成见;损害,侵害 v.使抱偏见,损害""""","","/'predʒudis/"
"preliminary","""""a.预备的,初步的""""","","/pri'liminəri/"
"premium","""""n.额外费用,奖金,奖赏,保险费""""","","/'pri:miəm/"
"prepare","""""v.准备,预备""""","","/pri'pεə/"
"prescribe","""""v.指示,规定;处(方),开(药)""""","","/pris'kraib/"
"prescription","""""n.药方,处方""""","","/pris'kripʃən/"
"presence","""""n.出席,到场,存在,在""""","","/'prezəns/"
"presently","""""ad.一会儿,不久;现在,目前""""","","/'prezəntli/"
"preserve","""""v.保护,维持;保存,保藏""""","","/pri'zə:v/"
"preside","""""v.(at,over)主持""""","","/pri'zaid/"
"president","""""n.总统,校长,会长,主席""""","","/'prezidənt/"
"press","""""v.压;压榨;紧迫,催促 n.报刊,通讯社;压榨机""""","","/pres/"
"pressure","""""n.压,压力,压迫,强制,紧迫,困苦,困难""""","","/'preʃə/"
"prestige","""""n.声望,威望,威信""""","","/pre'sti:ʒ/"
"pretext","""""n.借口,托词""""","","/'pri:tekst/"
"pretty","相当，很a.漂亮的，俊俏的，标致的","ad.","/'priti/"
"prevalent","""""a.流行的,普遍的""""","","/'prevələnt/"
"previous","""""a.先前的,以前的""""","","/'pri:vjəs/"
"prey","""""n.被掠食者,牺牲者,掠食 v.捕食,掠夺,折磨""""","","/prei/"
"price","""""n.价格,价钱;代价 v.标价""""","","/prais/"
"prick","""""n./v.刺伤,刺痛,刺孔""""","","/prik/"
"pride","自豪;自满；引以自豪的东西 v.使自豪","n.","/praid/"
"priest","""""n.教士,神父""""","","/pri:st/"
"primary","""""a.最初的,初级的;首要的,主要的,基本的""""","","/'praiməri/"
"prime","""""a.首要的;最好的,第一流的 n.青春,全盛期""""","","/praim/"
"primitive","""""a.原始的,远古的,早期的;粗糙的,简单的""""","","/'primitiv/"
"prince","""""n.王子,亲王""""","","/prins/"
"principal","""""a.最重要的,主要的n.负责人,校长;资本,本金""""","","/'prinsəpəl/"
"principle","""""n.原理,原则;主义,信念""""","","/'prinsəpl/"
"print","""""n.印刷,印刷品,字体 v.印刷,出版;洗印""""","","/print/"
"prior","""""a.优先的,在前的;(to)在…之前""""","","/'praiə/"
"priority","""""n.先,前;优先,重点,优先权""""","","/prai'ɔrəti/"
"prison","监狱","n.","/'prizən/"
"prisoner","囚犯","n.","/'prizənə/"
"private","""""a.私人的,个人的,秘密的,私下的""""","","/'praivit/"
"privilege","""""n.特权,优惠,特许 v.给予优惠,给予特权""""","","/'privilidʒ/"
"prize","""""n.奖赏,奖金,奖品 v.珍视,珍惜""""","","/praiz/"
"probable","""""a.很可能的,大概的;有希望的,可能的""""","","/'prɔbəbl/"
"probe","""""n.探针,探测器 v.(以探针等)探查,穿刺,查究""""","","/prəub/"
"problem","""""n.问题,疑难问题;思考题,讨论题""""","","/'prɔbləm/"
"procedure","""""n.程序,手续,步骤""""","","/prə'si:dʒə/"
"proceed","""""v.进行,继续下去;发生""""","","/prəu'si:d/"
"proceeding","""""n.行动,进行,(pl.)会议录,学报""""","","/prəu'si:diŋ/"
"procession","""""n.队伍,行列""""","","/prəu'seʃən/"
"proclaim","""""v.宣告,声明""""","","/prəu'kleim/"
"production","""""n.生产,产品,作品,(研究)成果,总产量""""","","/prəu'dʌkʃən/"
"productive","""""a.生产(性)的,能产的,多产的""""","","/prəu'dʌktiv/"
"profession","""""n.职业,专业,表白,宣布""""","","/prəu'feʃən/"
"professional","""""a.职业的,专门的 n.自由职业者,专业人员""""","","/prəu'feʃənəl/"
"professor","教授","n.","/prəu'fesə/"
"proficiency","""""n.(in)熟练,精通""""","","/prəu'fiʃənsi/"
"profile","""""n.侧面(像);轮廓,外形;人物简介""""","","/'prəufail/"
"profit","""""n.利润,收益 v.(by,from)得利,获益;有利于""""","","/'prɔfit/"
"profitable","""""a.有利可图的,有益的""""","","/'prɔfitəbl/"
"profound","""""a.深刻的,意义深远的;渊博的,造诣深的""""","","/prəu'faund/"
"progressive","""""a.进步的,先进的;前进的""""","","/prəu'ɡresiv/"
"prohibit","""""v.禁止,不准;阻止""""","","/prəu'hibit/"
"projector","""""n.放映机,幻灯机,投影仪""""","","/prəu'dʒektə/"
"prominent","""""a.突起的,凸出的;突出的,杰出的""""","","/'prɔminənt/"
"promise","""""v.允许,答应;有…可能n.承诺;希望,出息""""","","/'prɔmis/"
"promising","""""a.有希望的,有前途的""""","","/'prɔmisiŋ/"
"promote","""""v.促进,发扬;提升,提拔;增进,助长""""","","/prəu'məut/"
"prompt","""""a.敏捷的,迅速的,即刻的 v.激起,促进,推动""""","","/prɔmpt/"
"prone","""""a.倾向于,俯伏的,倾斜的,陡的""""","","/prəun/"
"pronoun","代词","n.","/'prəunaun/"
"pronounce","""""v.发…的音;宣布,宣判""""","","/prəu'nauns/"
"proof","""""n.证据,证明;校样,样张""""","","/pru:f/"
"propel","推进，推动；激励，驱使","vt.","/prəu'pel/"
"proper","适合的;合乎体统的;固有的;有礼貌的","a.","/'prɔpə/"
"property","""""n.财产,资产,地产,房地产,所有物;性质,特性""""","","/'prɔpəti/"
"prophet","预言家；先知；提倡者","n.","/'prɔfit/"
"proportion","""""n.比例;部分;均衡,相称""""","","/prəu'pɔ:ʃən/"
"proposal","""""n.提议,建议;求婚""""","","/prəu'pəuzəl/"
"propose","""""v.提议,建议;提名,推荐;求婚""""","","/prəu'pəuz/"
"prose","散文 a.散文的","n.","/prəuz/"
"prosecute","实行，从事 v.起诉，告发 vi.作检察官","vt.","/'prɔsikju:t/"
"prospect","""""n.景色;前景,前途,展望""""","","/'prɔspekt/"
"prospective","预期的","a.","/prəu'spektiv/"
"prosper","""""v.成功,兴隆,昌盛,使成功,使昌隆,繁荣""""","","/'prɔspə/"
"prosperity","""""n.繁荣,兴旺""""","","/prɔs'periti/"
"prosperous","""""a.繁荣的,兴旺的,茂盛的,顺利的""""","","/'prɔspərəs/"
"protect","""""v.(from)保护,保卫""""","","/prəu'tekt/"
"prototype","原型；典型，范例","n.","/'prəutətaip/"
"proud","(of)自豪的;引以自豪的;妄自尊大的","a.","/praud/"
"prove","""""v.证明,证实;检验;考验;鉴定;结果是,表明是""""","","/pru:v/"
"provide","""""v.供应,供给,准备,预防,规定""""","","/prəu'vaid/"
"province","""""n.省;领域,范围,本分""""","","/'prɔvins/"
"provision","""""n.供应,(一批)供应品;预备;条款;(pl.)给养""""","","/prəu'viʒən/"
"provoke","挑动;激发;招惹","v.","/prəu'vəuk/"
"prudent","""""a.谨慎的,智慧的,稳健的,节俭的""""","","/'pru:dənt/"
"psychology","""""n.心理,心理学,心理状态""""","","/psai'kɔlədʒi/"
"pub","(英国)小酒店；小旅馆","n.","/pʌb/"
"public","""""a.公共的,公用的;公开的,公然的n.公众,民众""""","","/'pʌblik/"
"publicity","""""n.公开,宣传,广告,推销""""","","/pʌb'lisiti/"
"publish","""""v.出版,刊印;公布,发布""""","","/'pʌbliʃ/"
"puff","""""n.一阵,一股(气味等);喘息;吹嘘v.喘息,鼓吹""""","","/pʌf/"
"pull","""""v.拉,拖 n.拉,拖;拉力,牵引力""""","","/pul/"
"pulse","""""n.脉搏,脉冲""""","","/pʌls/"
"pump","""""n.泵 v.用(泵)抽(水);打气,泵送""""","","/pʌmp/"
"punch","""""n.冲压机,冲床;穿孔机 v.冲压,穿孔""""","","/pʌntʃ/"
"punish","""""v.惩罚,处罚""""","","/'pʌniʃ/"
"pupil","""""n.学生,小学生;瞳孔""""","","/'pjupəl/"
"puppet","""""n.木偶,傀儡""""","","/'pʌpit/"
"purchase","""""v.买,购买 n.购买的物品""""","","/'pə:tʃəs/"
"pure","""""a.纯的,纯洁的;纯理论的,抽象的;完全的""""","","/pjuə/"
"purify","""""v.使纯净,提纯""""","","/'pjuərifai/"
"purple","紫的 n.紫色","a.","/'pə:pl/"
"purpose","""""n.目的,意图;用途,效果""""","","/'pə:pəs/"
"purse","钱包","n.","/pə:s/"
"pursuit","""""n.追赶,追求;职业,工作""""","","/pə'sju:t/"
"push","""""v.推;催逼,逼迫 n.推,推力;促进,推进""""","","/puʃ/"
"put","放，搁，置；表达；使处于...状态，记下","vt.","/put/"
"puzzle","""""n.难题,谜,迷惑 v.(使)迷惑,(使)为难""""","","/'pʌzl/"
